,actor.id,repo.id
2009,5355937,28527820
2010,3991313,28356459
2012,1513475,28603059
2013,2359092,28639200
2016,7013073,28677643
2017,1181205,28657751
2020,491171,28203975
2021,231118,28201627
2024,7702743,20652730
2025,368057,2541322
2026,1684950,28650038
2028,142914,9614450
2030,422217,6842649
2036,2242,13793762
2037,9201970,25173910
2043,5779735,23215539
2044,405446,3540121
2045,2021709,28260983
2046,173656,2903810
2052,763917,15951934
2053,8841623,28588953
2055,6214365,28669435
2057,9643090,27897584
2060,10354058,28674532
2061,299901,28665759
2062,234489,24602136
2066,280212,21481110
2068,1319333,28530868
2069,9262607,28677666
2070,5104541,17190491
2071,9657371,28639483
2073,5636101,25383874
2074,8966018,28064757
2075,972314,27125072
2077,6724538,17739679
2079,3493763,28478834
2080,1760797,23223865
2082,6742515,28217013
2084,6158630,18126008
2086,926454,9457897
2088,2961036,22234733
2089,1517008,11549335
2091,278418,18600949
2092,6158630,15100395
2093,3823149,19108230
2094,3823149,19108230
2095,3823149,19108230
2096,5623501,28677661
2097,4381102,28677677
2099,405446,3542444
2102,9135474,28677070
2104,1045095,20319753
2105,5728403,25392255
2106,9220074,28542720
2109,7540669,28677316
2110,10286468,28527147
2112,7778620,27834135
2113,388637,28657642
2115,6035897,26301590
2116,7802430,22098808
2117,1128659,3186197
2119,6948926,23823448
2121,10352573,28669115
2123,9041575,28671282
2124,7070394,28554993
2129,227303,1803961
2136,701326,1550525
2137,9135474,26879389
2138,1734057,23079554
2140,2956634,16018083
2141,7486809,28677218
2142,210312,25281621
2143,1684950,28650038
2144,5149876,24384508
2146,5018213,17873870
2147,1059947,20835178
2148,6895040,18620619
2149,280212,21481110
2150,1130264,21853529
2151,1906512,28660708
2154,10211138,28675026
2156,1408578,27899381
2157,178734,28543683
2158,1585362,21992247
2161,4162343,8144625
2162,3793664,19352450
2164,451360,28320255
2165,367618,6485371
2166,4231743,22773766
2168,10161953,28676586
2170,3357284,28539450
2171,53785,19799491
2173,9135474,28667976
2175,1652699,28289664
2176,4568682,25889101
2178,1322515,28677702
2179,4535554,28209294
2180,6564514,23892939
2182,4942502,15009067
2183,6841829,27096824
2184,249285,27553648
2186,1971604,28673915
2191,819213,28571384
2192,4809376,17457530
2193,31769,28677217
2194,4081361,28654922
2197,249117,28010520
2198,7310102,28357820
2199,10345188,28615103
2200,429529,7588969
2202,3299558,24589839
2204,2094217,8930485
2205,1400864,15477991
2207,932918,8057761
2208,4809376,17457530
2212,367618,23811389
2216,10337495,28661427
2217,6214365,28669435
2218,176815,21054614
2219,6548646,27839746
2220,4809376,17457530
2222,1692862,28643519
2224,341094,28675713
2226,2666691,15666435
2232,6294337,13222817
2234,510877,28573657
2235,6742515,28178347
2236,1255375,3414627
2240,1075619,28029674
2241,1075619,28029674
2242,280212,21481110
2243,3333139,26908976
2244,2429104,25836225
2250,6841829,27096824
2251,711295,27416733
2252,406631,26146564
2253,1017605,28666633
2254,1745420,28675638
2257,5344121,15488440
2259,55057,28672165
2260,2066790,4158448
2261,458272,28367645
2264,2112033,28676854
2266,6509618,27242935
2270,6807088,28677601
2271,3578461,24312909
2272,1341245,688366
2273,1270790,28667818
2276,7540669,28677316
2279,10148684,27847923
2283,1341245,688366
2284,367618,756841
2288,1574519,22088187
2289,5570713,28677577
2292,7757751,28677645
2293,52883,28677604
2294,6509618,27242935
2295,2624357,27418269
2296,42681,22087319
2297,3044,27831948
2298,5623501,28677661
2300,8741669,28464320
2305,9201970,25173910
2307,433707,26847075
2310,6509618,27242935
2311,3677334,27236732
2312,1045095,20319753
2315,6064408,28595435
2316,10296544,28464320
2317,505681,25221839
2318,150855,28048763
2321,406631,26146564
2324,3973466,22603212
2325,6952202,26346969
2326,4411839,28676937
2327,171319,28672670
2328,6509618,27242935
2329,8324294,27670426
2330,1059947,20835178
2331,368057,2541322
2332,2507877,28488854
2334,3624,23679117
2335,4867510,28648852
2336,1378,16418633
2337,3631807,28677452
2341,512386,25924523
2342,1227992,7396761
2343,671977,12979789
2344,4443263,28677492
2345,129097,3213293
2346,10360991,28676780
2347,4919272,28521568
2349,8550459,23331775
2350,7875323,26601298
2351,6197214,25332643
2352,6509618,27242935
2353,367618,2387146
2355,946641,28464320
2358,280212,21481110
2359,137,28648528
2360,709247,28201380
2363,2487846,26031830
2364,901816,28554957
2370,4761614,11035035
2373,2739530,23980261
2374,373823,15718405
2376,7241368,28278313
2377,44707,26731726
2378,900934,28456309
2380,2321183,24237263
2383,6509618,27242935
2384,3003634,23549889
2386,4196261,28640662
2387,1322515,28677702
2389,1797056,28677431
2390,6070540,26379343
2396,290457,28677480
2398,459007,28676762
2399,1810949,16722721
2402,484370,22366514
2403,5623501,28677661
2408,6197214,25332643
2409,505681,20871075
2410,114509,14279740
2411,8726826,28001861
2412,7483224,28437213
2414,10085204,28677639
2415,240835,23158008
2416,8442492,26845177
2421,1551369,28553113
2422,429706,28254077
2423,1593287,10490362
2426,484936,26626725
2427,21159,27745813
2428,4867510,28648852
2429,2505852,28496881
2430,6608916,23863224
2431,193106,4787650
2432,4130215,18532367
2435,3044,22942790
2438,227303,1803961
2440,60228,28168527
2443,10299268,28464320
2444,55057,28672165
2447,577668,12711013
2448,5308996,28677614
2450,167236,3472786
2452,1889828,28603757
2453,137,28648528
2455,7698292,28677680
2456,7517344,23810049
2457,113896,21627244
2458,1266210,28314241
2459,378310,27511719
2460,887316,28653200
2463,1138820,28065647
2464,8430611,28271647
2468,6197214,25332643
2470,10152875,23038334
2471,7336721,27059138
2472,280212,21481110
2474,6046418,28518336
2475,6046418,28518336
2477,1684950,28650038
2479,5190468,28674978
2480,9164578,25259522
2481,5076731,18020914
2483,493276,17536276
2485,5942963,28488471
2487,2678007,28673700
2488,1484485,23394077
2489,7991256,23419436
2492,433707,26847075
2493,1334295,17710592
2494,6392429,28651421
2497,10238833,28210970
2501,3190888,28322495
2502,8132102,18663590
2506,5623501,28677661
2507,6248391,18495441
2508,1060921,28664614
2515,9246693,26416343
2519,9643090,27897584
2520,9761181,28675712
2524,5787953,15063820
2531,7234013,28173897
2532,378310,27511719
2533,8854341,28281419
2535,1097481,22718672
2536,3698644,28668433
2538,753424,7447534
2539,9825012,26821504
2541,9217361,28611446
2542,156601,21376159
2544,8562199,28415488
2546,9084685,14552429
2547,4139576,24252921
2548,7751315,27552091
2549,7,538746
2550,37817,1210728
2551,7486809,28677218
2552,4782682,25757665
2556,1906512,28660708
2557,10100667,28550937
2562,1054674,18275311
2567,978899,13666531
2570,10273677,28676685
2571,50891,28677563
2572,280212,21481110
2573,8922660,16323555
2574,236741,28671124
2575,101800,28677714
2577,6895040,18620619
2581,7698292,28677680
2583,369807,28670957
2585,6867251,28677526
2586,6155064,28677718
2587,1981539,28192167
2589,841388,28209234
2592,7937959,25614475
2594,5065328,27144533
2598,9201970,25173910
2599,2434110,17617697
2600,6923339,28671681
2601,984870,28419735
2605,1182407,14879832
2612,8656677,27157557
2613,10180288,28675656
2614,10338450,28589085
2615,486017,1099265
2616,4196261,28640662
2618,10336437,28677283
2620,50891,28677563
2621,10152875,23038334
2622,234489,24602136
2623,50891,28677563
2625,49209,21667862
2629,793308,21921396
2630,9011749,24770452
2631,3174763,16572329
2632,4540331,18603823
2633,1125622,6439786
2635,2188479,28273107
2637,1125622,6439865
2638,8382048,28206813
2639,10125388,28586913
2640,8562199,28415488
2641,2175324,26499136
2642,512386,25924523
2643,8430611,28271697
2645,8069134,27930445
2647,303951,28555690
2649,13516,2080922
2651,5807972,27900443
2652,2112033,28676854
2654,5655775,28563619
2658,280212,21481110
2659,732415,28677650
2660,1608583,26138135
2664,5355937,28527820
2666,155328,378405
2667,3758824,28547673
2668,621477,17852869
2672,194215,28647496
2673,94045,28354602
2678,10134418,27667613
2679,8182370,28317311
2680,7762231,27043454
2681,5597157,28669146
2682,10360207,28673271
2683,591886,16285002
2684,9688418,28677368
2685,574123,28670264
2687,1658058,18929235
2688,3664587,28612080
2693,495647,22736886
2696,6895040,18620619
2697,344777,6285991
2700,5076191,25180795
2703,884093,28574340
2704,6520916,27150469
2706,493276,17536276
2708,1181205,28657751
2709,4178251,27423766
2710,9289714,28215322
2711,2193434,28471970
2712,1924215,12840543
2713,236741,28671124
2715,10361315,28677587
2718,900739,20035058
2719,8550459,23331775
2721,1424573,26875223
2722,284143,28364831
2723,935297,28533537
2724,1924215,13015955
2725,7354158,28412516
2726,877530,24076640
2727,940465,28652876
2728,2788932,27788548
2732,8289520,22988319
2733,306380,28313768
2738,7486809,28677218
2739,1286529,26849135
2740,6158630,18126008
2742,6158630,15100395
2743,8207120,28261227
2745,8675834,23728095
2749,6897135,28632361
2750,161631,23717735
2753,692265,28276886
2754,5597157,28669146
2756,280212,21481110
2757,10350891,28649829
2758,1750837,23478795
2759,9587528,26158670
2760,9946466,28677660
2761,2448227,28675293
2763,3375973,27017271
2765,8726826,28001861
2769,1022081,22520527
2770,17978,8715146
2774,188758,18327383
2775,7737874,27507850
2776,2725611,12741028
2777,1133652,18115347
2780,1781130,26760598
2783,7505204,28677730
2785,1323536,28674338
2788,8147927,21806584
2791,3965903,28076477
2792,6946910,26336654
2795,8516048,28193372
2798,265886,14286367
2800,1558033,23894134
2801,9157490,25096768
2804,2874694,3918508
2805,10082177,27572489
2807,922196,28677638
2808,6129247,26047859
2809,927418,28390447
2812,976922,9749290
2814,67737,18552822
2815,5344121,15488440
2816,8013350,26980932
2817,584009,27093512
2818,8362393,28536680
2821,447540,27547938
2822,10161953,28676586
2823,4055382,27514241
2824,3965903,28571587
2826,1613474,23581282
2830,1235441,11671912
2831,623282,28676296
2832,511268,6547443
2833,6155064,28677726
2834,9201970,25173910
2835,1257913,27216319
2836,5434641,28677503
2838,940465,28652876
2839,129196,10435975
2842,5739945,21661221
2844,134294,2361853
2846,1128659,3186197
2847,584009,27093512
2848,5571990,14244921
2849,1400864,9238689
2851,1684950,28650038
2853,9157490,25096768
2854,137,28648528
2855,2015190,28677427
2856,319465,28677683
2859,3890972,26382386
2860,541725,1204412
2861,323199,16266082
2863,4568682,25889101
2864,855478,5629592
2868,5344121,15488440
2869,3503781,27314239
2870,3949252,28370207
2871,1319679,18201810
2873,458548,2855437
2875,7180276,18456300
2876,10350891,28649829
2877,2209144,28676842
2883,434239,28012363
2884,453622,28548728
2885,1016379,28203701
2888,57162,25276289
2889,6131442,27901520
2890,277765,24279169
2891,8338057,28546446
2893,367618,2387049
2894,1337867,28447424
2895,285960,25449044
2896,101800,28677714
2897,5355937,28527820
2898,414409,27947092
2899,414409,27947092
2901,280212,21481110
2902,6693717,23481399
2903,1219467,28677762
2906,5607465,28676122
2907,1856621,20291263
2908,2720896,21898975
2913,2145676,23230130
2915,4080058,28602442
2917,6724367,27055032
2918,486017,1099265
2919,950127,28677451
2920,6128538,27220218
2925,1524496,447184
2926,954353,28677704
2927,5724907,28666839
2929,5807972,27900443
2933,1577382,28010340
2934,129097,229738
2935,6257970,28214445
2936,2875833,21995378
2937,2829600,27880728
2938,2961036,22234733
2940,7540669,28677119
2941,952533,28492762
2942,6520476,26347900
2943,3739254,27106216
2944,1934809,28009724
2946,14994,5699974
2947,9285724,25180058
2948,6895040,18620619
2950,1016379,28202866
2951,9402134,26645405
2954,129097,3213293
2955,6497705,28555160
2956,4008177,28251352
2957,146040,14058345
2958,36719,17152891
2960,2242,26096589
2962,5051717,11542384
2967,5308996,28677614
2968,89142,27492076
2969,2539292,6495698
2971,9688418,28677368
2973,7133556,28631940
2976,74308,28140616
2977,17292,15001035
2979,4078062,22573863
2980,5943573,21329921
2981,10161953,28676586
2982,1680823,23717735
2983,5728403,25392255
2986,8853764,28251230
2987,5140097,28524073
2989,2539292,6495082
2991,768321,28425663
2993,771345,19842476
2995,1574519,22088187
2996,584009,27093512
3001,5523239,12997686
3002,615990,24467642
3006,568036,28676548
3009,280212,21481110
3011,8072898,26059030
3013,932918,8058419
3014,6217025,27833580
3015,1377,28646975
3017,3503781,27314239
3018,74308,28140616
3020,4063576,28413548
3021,101800,28677714
3025,9870500,28673012
3026,9946341,28676383
3027,5807972,27900443
3028,5373010,27851384
3029,2868935,28571158
3032,6155064,28677726
3033,9584913,28655105
3034,7336721,27059138
3037,132412,13509108
3038,171040,5051083
3042,471685,28319466
3044,1981539,28192167
3046,1946173,24353303
3048,48235,7408076
3051,5642064,20136009
3052,7486809,28677218
3053,7608189,20550978
3054,5457597,28491996
3056,1144306,14734876
3058,4055382,27514241
3060,9339661,26944422
3061,6214365,28669435
3062,2091439,19386378
3064,4343808,28676431
3065,5412915,28607644
3066,1341245,9759448
3070,7999524,28677720
3071,1760003,28611719
3077,2672306,27217005
3078,428886,28635402
3079,358202,28610369
3081,17292,15001035
3083,1779595,8488437
3089,1749930,28677582
3090,6257970,28214445
3093,519433,28448365
3095,6306058,28672989
3096,378310,27511719
3099,6520476,26347900
3100,56633,6943969
3102,4867510,28648852
3103,9192640,28370316
3104,178734,28543683
3106,405446,3744109
3108,940465,28652876
3109,1585025,28598602
3110,280212,21481110
3111,5231841,27569160
3113,880411,22005660
3114,1779473,24962727
3117,9201970,25173910
3118,7486809,28677218
3119,984183,28672074
3120,922012,21596685
3121,3259988,28620299
3122,8562199,28415488
3123,10152875,23038334
3125,7378879,22621117
3126,2242,26096589
3127,9119326,28641703
3129,102631,1280180
3133,4139576,24252921
3134,4689,27899581
3136,296607,7907581
3137,1093207,3662553
3138,2829600,7930464
3140,10336437,28677283
3141,4961713,28604764
3142,44707,26731726
3144,2936543,28530546
3147,1398544,28595466
3148,1334122,15902335
3151,4316306,28676483
3152,3259988,28620299
3155,367618,5054494
3159,212015,28537702
3160,1576857,28493821
3162,7517989,28677593
3163,1569237,24790836
3165,65952,15177709
3167,5385642,28675188
3170,186612,20770460
3171,3729290,28676110
3172,1779595,8488437
3173,952321,15486567
3175,5975070,17580814
3178,1608521,28677709
3179,5215004,22542759
3180,671018,19783776
3187,412807,28513164
3188,5769356,28653107
3189,1399332,28022004
3191,5775205,28523661
3196,10152875,23038334
3197,6214365,28669435
3199,2615272,26657616
3200,10134418,27667613
3201,19714,28478929
3202,2145676,23230130
3204,367618,10040198
3206,5655775,28563619
3207,280212,21481110
3208,7035156,21889774
3209,7534496,23903780
3211,8442263,26993003
3213,9940752,24703196
3214,183147,28615195
3216,6965803,20122626
3217,6202476,23271328
3219,677436,28020316
3220,5404873,24333720
3221,6548646,27839746
3222,274358,22058370
3224,1503976,10961863
3229,273857,20252671
3231,480938,1241677
3232,2779282,24451324
3233,6214365,28669435
3234,1684950,28650038
3235,8650510,27108467
3236,2725611,12741028
3238,2829600,7930464
3240,10226456,28159605
3242,4867510,28648852
3243,9688418,28677368
3245,10202200,26648611
3246,1192813,25742340
3247,2961036,22234733
3248,367618,10040198
3251,1217675,26648139
3253,5082532,28677767
3255,413544,2465723
3257,5434641,28677503
3261,429529,7588969
3262,3112493,28258658
3264,332496,22036106
3267,212015,28625840
3269,1030442,28674974
3270,896423,23717735
3271,6364195,19178105
3273,5614801,28544805
3274,332496,23243664
3275,10238797,28658682
3277,2188479,28273107
3279,1071302,26454971
3285,8173478,28118339
3289,2922097,28469652
3290,406631,26146564
3292,543483,28558018
3293,3931155,11877982
3296,4764874,16531825
3300,7662768,20041931
3301,740407,24580216
3302,45583,26597398
3305,2819398,28653566
3307,5664046,28677769
3308,1176744,21183471
3309,13516,2080922
3310,2062827,28523417
3313,677436,27654303
3314,280212,21481110
3315,3949252,28370207
3316,379151,4237868
3318,4656219,10589177
3319,367618,10038467
3320,10125388,28586913
3323,932918,8063255
3324,7698292,28677680
3326,50891,28677563
3327,370239,23048534
3328,896423,23808061
3329,6841829,27096824
3330,40180,26510424
3331,3331837,25837286
3332,10352499,28644710
3333,9000293,27146993
3334,212015,28537702
3335,236910,28370114
3336,1467890,8766817
3337,1619869,16129958
3338,1071302,26454971
3342,5570713,28677577
3345,723113,27550173
3348,9877114,28488367
3349,4196261,28640662
3351,6064868,27805488
3352,433707,26847075
3355,4254876,18139110
3356,406631,26146564
3358,6394023,27032782
3360,1221423,9603429
3362,1680823,23717735
3363,6474188,28643363
3364,25086,8528208
3367,367618,10040198
3371,7727148,26708360
3372,9201970,25173910
3374,5614801,28544805
3375,50891,28677563
3376,156903,24994748
3377,6158630,18126008
3378,1181205,28657751
3381,50891,28677563
3382,6158630,15100395
3383,9425487,26250386
3386,5779735,23215539
3389,7718596,28004674
3391,3498059,28542559
3392,3580589,10534723
3393,274358,22058370
3394,6363950,24814799
3395,2487846,26031830
3396,280212,21481110
3398,2162179,4816474
3399,186612,20770460
3402,8495531,28675866
3403,1468831,15790644
3404,1676522,4135420
3406,5308996,28677614
3411,2725611,12306307
3412,5807972,27900443
3413,3811636,19833367
3414,8404759,28671402
3417,7694954,20157059
3419,7384339,28369706
3420,1981539,28192167
3425,6724367,27055032
3428,189618,487836
3435,7184355,28599608
3437,3931155,11877982
3441,10263666,28677679
3442,6563769,28471338
3443,3091808,28677785
3444,6133706,28213857
3445,367618,6756500
3447,1026013,14058646
3449,433707,26847075
3450,5640055,28677793
3456,1030442,28674974
3458,5050871,20822032
3459,4428419,26485421
3461,1672874,14427510
3462,7697146,27050398
3464,6294337,13222817
3465,6965803,20122626
3471,1235441,11671912
3473,8359983,28518572
3475,20201,197672
3476,176815,21054614
3477,3532307,28235730
3479,7219734,28575671
3480,1170565,28644664
3482,1684950,28650038
3484,7673145,24658917
3485,280212,21481110
3486,7694954,20157059
3487,45583,26597398
3488,430267,27176472
3491,6904406,23591183
3492,2188479,28273107
3494,59200,13544898
3496,6548646,27839746
3499,198507,22857626
3501,9397471,25745457
3502,1376714,28677219
3503,8404759,28671402
3504,3471313,28677766
3507,1244159,28677568
3508,3650485,3510804
3509,2725611,15713116
3512,9636201,27946558
3513,8148855,27007413
3517,10125388,28586913
3518,10263666,28677679
3519,7486809,28677218
3520,131982,7653178
3521,3752144,19892380
3522,10336437,28677283
3525,1181205,28657751
3526,6364195,19178105
3527,1671640,24967358
3529,36808,28309288
3530,6667377,20531755
3531,273857,20252671
3532,4058771,28677596
3533,2961036,22234733
3539,15566,10611388
3540,10239510,28350031
3541,2354218,27664020
3543,1033976,28677648
3544,4583857,10415964
3545,1310872,20372057
3549,1725397,28674489
3552,7805013,28544426
3553,1356088,26995510
3556,10172901,28668128
3557,1060921,9512747
3558,1439776,6055237
3561,1243537,28519555
3564,855478,18457766
3565,296607,16332631
3566,3331837,25837286
3568,62708,28111766
3569,137,28648528
3571,746500,28677737
3574,9452791,28677711
3576,1192813,2833260
3577,6394023,27032782
3578,433707,26847075
3579,315097,5924985
3580,9940752,24703196
3581,7757751,28677645
3582,582878,28360533
3587,6193086,23778982
3588,335406,16051158
3590,280212,21481110
3591,10336437,28677283
3594,916259,17069604
3595,182589,26690550
3596,176815,21054614
3597,9000293,27146993
3599,367618,10040198
3600,1170565,28644664
3602,10255598,28677687
3605,6687729,28676343
3607,48235,7408076
3608,1220886,27188826
3609,3699256,8421109
3616,253202,20044005
3619,1275021,3016562
3622,274358,22058370
3623,5664640,28641769
3627,2015190,28677427
3628,922196,28677638
3629,896423,20345659
3633,10247477,28246827
3637,1468831,15790644
3638,10345188,28615103
3639,4764874,16531825
3640,367618,10039899
3641,3467784,27254593
3644,6565577,27690802
3645,2725611,11802466
3646,3084087,28677835
3648,1511745,27637169
3649,9201970,25173910
3651,6241554,23696666
3653,367618,756568
3656,11377,238492
3658,2624357,27418269
3660,10361315,28677587
3661,9809323,28249865
3662,5807972,27900443
3663,6209299,28331016
3664,613568,12983585
3668,120830,28635513
3679,378310,27511719
3680,261601,24293470
3681,10350891,28649829
3683,1811701,17907002
3684,8628581,24818566
3685,131982,7653178
3686,25086,8528208
3687,6914329,28677084
3689,367618,8694598
3691,6042782,14845307
3693,280212,21481110
3694,6667377,20531173
3696,840120,21987817
3697,5514882,13027297
3698,2188479,28273107
3699,3729290,28676110
3700,2720896,21898975
3701,9533150,28464834
3705,312301,26051556
3706,433707,26847075
3707,1074877,26002717
3708,6952185,25744696
3709,8289520,22988319
3710,932918,23305313
3712,131982,7653178
3713,621389,28677594
3714,1616101,28677796
3717,114509,14279740
3719,178734,28543683
3721,2725611,17056902
3722,1616101,28677796
3723,1181205,28657751
3729,5975070,17580814
3730,10330539,28607843
3731,2015190,28677427
3734,7594729,27105028
3735,5807972,27900443
3736,7486809,28677218
3737,9729053,28677761
3738,157093,28173900
3741,534911,28677736
3742,4768816,28022976
3744,480938,10416648
3746,725148,28677804
3748,299901,28665748
3750,9589705,28651176
3751,10332341,28568091
3752,6790201,28650471
3753,3960738,22925974
3755,10238797,28658682
3758,25086,8528208
3760,2738701,25488846
3761,10344742,28657952
3763,2505852,28496881
3765,120830,28635513
3766,334176,6207723
3767,6197214,25332643
3771,10361004,28676298
3772,392344,26349489
3774,2006807,25400725
3776,1619869,16129958
3779,6536597,27317659
3780,2539292,11099534
3781,280212,21481110
3782,5050871,20822032
3786,9452791,28677711
3787,137,28648528
3788,5807972,27900443
3789,8726826,28001861
3792,184107,27638086
3794,1121789,25811730
3800,8173478,28118339
3805,2539292,6495082
3814,10323669,28677789
3815,5960057,23820834
3816,6214365,28669435
3817,8683580,27355650
3818,7316337,28647528
3819,433707,26847075
3820,10359335,28675707
3821,1505706,28672207
3822,10359335,28675707
3823,2819398,28653566
3825,6484805,28613203
3826,920217,28328967
3827,3949252,28370207
3828,101800,28677714
3829,5041473,19246063
3830,178734,28543683
3831,5001959,27992132
3832,889215,28420979
3833,9000293,27146993
3835,1071302,26454971
3840,810348,28670845
3841,2310588,28673876
3843,8962953,24609481
3844,1013655,4822601
3845,888940,10126031
3846,2961036,22234733
3848,2718133,27953405
3851,365243,862712
3852,775727,21528910
3854,8824781,27746956
3855,10336437,28677283
3856,965430,28292130
3862,1334884,26995510
3863,945577,19940883
3864,5422863,12700499
3866,2874368,28406300
3867,7430331,25406543
3869,66577,5152285
3872,6364195,19178105
3873,2069201,16607266
3875,4148384,27948576
3876,1220886,27188826
3877,433707,26847075
3879,10346440,28623192
3880,7809663,28402488
3881,280212,21481110
3882,9688418,28677368
3883,734339,14312560
3885,1396878,10653604
3888,59200,13544898
3893,8742215,26383989
3896,810348,28670845
3897,2159316,28284009
3898,7082786,28507256
3904,2091439,19386378
3909,1472352,24989901
3910,9201970,25173910
3913,5659700,23076963
3914,9000293,27146993
3915,9170316,25136026
3917,9221683,28520835
3919,433707,26847075
3920,1284993,28640290
3921,59884,20170673
3922,880411,22005660
3925,4552789,28675157
